snippet,headline__main,year_mo,compound,negative,neutral,positive
The bride graduated from the University of Pennsylvania and the groom from the University of Colorado at Boulder.,"Stefanie Kornfeld, Jeffrey Koenig",201210,0,0,1,0
The bride works in banking; the groom is a law student.,"Jessica Rabl, Joseph Payne VI",201210,0,0,1,0
"The couple, who met at Princeton, are married in New York.","Elizabeth Kassler-Taub, Ömer Ziyal",201210,0,0,1,0
"The bride and groom met at Tufts University, from which they both graduated.","Mary Doyle, Jonathan Lee",201210,0,0,1,0
The bride and groom are doctors.,"Maria Cecilia Catilo, Jeremy Asnis",201210,0,0,1,0
"The bride and groom both work at AllianceBernstein, the investment advisory firm, in New York.",Christine Hurley and Casey Sullivan,201210,0,0,1,0
"The bride works at a children’s mentoring organization, the groom at an investment firm.","Kimberly Breen, Nathaniel Klein",201210,0,0,1,0
"The couple, who met at Dartmouth, are married in Virginia.","Frances Battin, Kyle Joseph",201210,0,0,1,0
"The couple are reporters for The Virginian-Pilot, a newspaper in Norfolk, Va.","Elisabeth Hulette, Scott Daugherty",201210,0,0,1,0
A marriage cemented with an unusual gift: a lifesaving kidney.,Adam Abernathy and David Ferguson,201210,0.4404,0,0.707,0.293
The couple is married in New York.,"Amy Zier, Michael Lane",201210,0,0,1,0
The couple met at a Halloween party in New York in 2009.,"Amanda Parker, Jorge Mejia",201210,0.4019,0,0.787,0.213
The couple is married in upstate New York.,Elizabeth Geras and Vijay Paruchuru,201210,0,0,1,0
The couple is married in Brooklyn.,Aldervan Daly and Séamus Murphy,201210,0,0,1,0
"The bride and groom work at Monmouth University in West Long Branch, N.J.","Rupa DasGupta, Michael Thomas",201210,0,0,1,0
The groom will take the bride’s surname.,"Megan Quirk, Jason Malak",201210,0,0,1,0
"The couple, who met at Harvard, are married in Southern California.","Christine Nguyen, Nelson Yuan",201210,0,0,1,0
The couple is married in New Haven.,"Kaitlin Madden, Mark Armon",201210,0,0,1,0
The bride is a partner in a hedge fund; the groom owns a financial advisory firm.,"Melissa Iorio, Ronald Sylvestri Jr.",201210,0,0,1,0
"The couple, who live in Washington, were married in New Hampshire.",Hannah Stephenson and Adam Sise,201210,0,0,1,0
The bride and the groom will work for Washington law firms.,"Lesley Watson, Brian Rabbitt",201210,0,0,1,0
The bride is a director at American Express; the groom is a partner at a Baltimore investment firm.,"Suzy Lee, Shane Kim",201210,0,0,1,0
A wedding in Queens.,"Joanna Bogumsky, Sean Kennedy",201210,0,0,1,0
"Navy won, Army lost, and Columbia and Cornell both had winning scores in the last minute of their Ivy League games.",Rutgers Loses 7 Turnovers and Suffers First Defeat,201210,0.7003,0.084,0.657,0.259
"Offering a second opinion, the doctor said Amar’e Stoudemire would miss several more weeks with a knee injury.",Second Opinion on Stoudemire Similar to First,201210,-0.5267,0.239,0.761,0
"Arizona overcome a huge day by Southern California’s Marqise Lee to beat the 10th-ranked Trojans, 39-36, on Saturday.",A Big Day on Offense Can’t Save the Trojans,201210,0.3182,0,0.874,0.126
The statement about a New York Times article marks a rare instance of a powerful Chinese political family responding directly to a foreign media report.,Chinese Premier’s Family Disputes Article on Riches,201210,0.4215,0,0.877,0.123
"Quotation of the Day for Sunday, Oct. 28.","Quotation of the Day for Sunday, Oct. 28",201210,0,0,1,0
"Representative Bobby Schilling is one of 87 Republicans elected in 2010, a great many of them conservative newcomers now wearing the badge of incumbency that they scorned when they first ran.","Ex-Outsiders, Running on Record in Congress",201210,0.6249,0,0.876,0.124
"Bob White, an in-house consultant for Mitt Romney’s campaign, has helped steady a wobbly candidacy in recent weeks.",A Troubleshooting ‘Wingman’ Plotting Romney’s Trajectory,201210,0,0,1,0
"Corrections appearing in print on October 28, 2012.","Corrections: October 28, 2012",201210,0,0,1,0
"Lottery Numbers for New York, New Jersey and Connecticut",Lottery Numbers,201210,0,0,1,0
"In a Big Ten showdown between two teams that can’t play in the postseason, the Nittany Lions showed resilience, but the Buckeyes were resurgent.",Buckeyes Make the Most Out of Nothing to Gain,201210,0.1779,0,0.928,0.072
"State Senator Dan Patrick is expected to introduce a plan that includes vouchers for private schools in Texas, a policy that has been previously opposed by education associations.",Tea Party Senator Turns His Focus to Education,201210,0,0,1,0
"Next month, Trenton Doyle Hancock, a rising contemporary artist, will have his first solo show in New York since 2008, and attendees may be surprised by how much his work has changed.",An Artist’s New Direction and the Bathroom Tile,201210,0.2263,0,0.94,0.06
An outcry over a string of recent rapes has focused national attention on India’s rising number of sexual assaults and exposed the male-dominated power structure in Haryana.,"A Village Rape Shatters a Family, and India’s Traditional Silence",201210,-0.8658,0.345,0.548,0.107
"A law that guarantees college admission to those in the top 10 percent of their high school graduating class was designed to ensure that students in Texas get a shot at the same education, regardless of race.",Texas’ Top 10 College Entry Rule Can Be Foiled by Reality,201210,0.5267,0,0.882,0.118
"Magnus Carlsen, Fabiano Caruana and Sergey Karjakin are likely to keep their peers from breaking through to the top.",Three Talents Dominate the Young Generation,201210,0.2023,0,0.909,0.091
"For the fourth straight week, Florida’s offense struggled, and this time the rest of the team followed suit, leading to a loss that gave the Bulldogs control of the SEC Eastern Division.","Mistakes Finally Catch Up to Florida, to Its Rival’s Delight",201210,-0.5859,0.188,0.758,0.053
Hurricane Sandy’s approach along the East Coast forced both the Obama and Romney campaigns to change their plans for the final full week before the presidential election.,Potential Natural Disaster Plays Havoc With Candidates’ Plans,201210,-0.4588,0.103,0.897,0
"Quotation of the Day for Monday, Oct. 29.","Quotation of the Day for Monday, Oct. 29",201210,0,0,1,0
"After falling behind by 23-0 and getting booed, Dallas came back and nearly won, but ended up with frustration and a 3-4 record.",Home Loss to Giants Leaves Cowboys Dispirited and Fans Disgusted,201210,-0.4767,0.203,0.709,0.088
"Lottery Numbers for New York, New Jersey and Connecticut.",Lottery Numbers,201210,0,0,1,0
"Jimmie Johnson raced to victory at Martinsville Speedway in Virginia to take the Chase for the Sprint Cup points lead with three events left, holding off Kyle Busch on a restart with five laps to go.",Series Lead for Johnson after Win at Martinsville,201210,0,0,1,0
"Nick Watney shot a course-record 10-under-par 61 to hold off Robert Garrigus and the defending champion Bo Van Pelt by one shot and win the CIMB Classic in Kuala Lumpur, Malaysia.",Watney Wins in Malaysia,201210,0.8271,0,0.784,0.216
South Carolina running back Marcus Lattimore had his right knee dislocated and sustained damage to several ligaments on a gruesome-looking play against Tennessee on Saturday.,Lattimore Dislocated Knee and Has Ligament Damage,201210,-0.2023,0.116,0.797,0.087
Imagine Notre Dame with a perfect season but no national title. It could happen with four teams undefeated in the latest Bowl Championship Series rankings.,This Much Is Clear: Two Undefeated Teams Could Miss Out,201210,0.5267,0.093,0.7,0.207
"San Francisco, seeking its second World Series title in three years, may have discovered a formula worth copying.","A Heaping of Smarts, a Dollop of Luck",201210,0.2263,0,0.894,0.106
Robbie Gould kicked a 41-yard field goal as time expired after Jay Cutler recovered from a first-half beating to rally the Chicago Bears in the fourth quarter for a 23-22 win over the visiting Carolina Panthers on Sunday.,Cutler Dusts Himself Off and Rallies Bears to a Victory,201210,0.2023,0.075,0.829,0.095
A blocked punt surrendered by the Jets reverberated through the rest of a lackluster performance by perhaps the team’s strongest unit: its special teams.,Miami’s Punt Block Results in a Score and Sets the Tone,201210,0.5423,0.079,0.712,0.21
"Infusion Resource surrendered its license over the weekend after a surprise inspection last week found conditions that called into question the sterility of its products, state officials said.",Massachusetts Orders Another Pharmacy to Close,201210,0.2732,0,0.925,0.075
"The leaders of the local teachers union in Newark have agreed to a compromise with city management that includes merit pay with peer evaluations, although many teachers oppose the measure.","Contract With Merit Pay, Backed by Union Chiefs, Is Tough Sell for Newark Teachers",201210,0.5423,0.043,0.805,0.152
A resplendently autumnal caterpillar turns out to be so much more.,Woolly Bears,201210,0,0,1,0
Quarterback Everett Golson showed progression he had lacked previously during Notre Dame’s victory against Oklahoma.,Leading the Irish Is a Hands-On Learning Experience,201210,0,0,1,0
"With Halloween on the horizon, pumpkins have become objects of showmanship and competition, as displays strive to be bigger, better and more bravura in their use of the no-longer-humble member of the gourd family.","With Displays, Pumpkins Get Their 15 Minutes",201210,0.4404,0,0.919,0.081
An international commission should protect the ecologically rich Southern Ocean around Antarctica from industrial fishing.,A Chance to Save the Southern Ocean,201210,0.7351,0,0.677,0.323
The activities of a “social welfare” group show why campaign spending laws are needed.,Dark Money in Montana,201210,0,0,1,0
"The three-year agreement between NBC Universal and England’s top soccer league will enable the entertainment company to present the games on several TV networks, starting in 2013.",Deal With Premier League Gives NBC 380 Games,201210,0.7783,0,0.755,0.245
"Florida officials have reduced the amount of time for early voting, leading black churches to work that much harder to get out the vote.","With Less Time for Voting, Black Churches Redouble Their Efforts",201210,0,0,1,0
"The center-left opposition party campaigned on promises to end budget cuts and increase social spending, after four years of conservative rule and austerity measures.",Opposition Party Appears to Win Lithuanian Parliamentary Vote,201210,0.6597,0.074,0.671,0.255
